arm,block,seed,stage,restart,regime,population,iterations,evaluations,bestCost,termination
pol-none,1,130001,4,43,,0,153,9792,620.81579717000329,convergence
pol-none,1,130001,4,44,,0,177,11328,620.82589848836267,convergence
pol-none,1,130001,4,45,,0,161,10304,620.79259618123376,convergence
pol-none,1,130001,4,46,,0,153,9792,620.82388051350915,convergence
pol-none,1,130001,4,47,,0,135,8640,624.86542002360022,convergence
pol-none,1,130001,4,48,,0,157,10048,620.84973017374671,convergence
pol-none,1,130001,4,49,,0,139,8896,624.86391194661462,convergence
pol-none,1,130001,4,50,,0,160,10240,620.83827718098962,convergence
pol-none,1,130001,4,51,,0,151,9664,624.86443583170569,convergence
pol-none,1,130001,4,52,,0,173,11072,620.81579717000329,convergence
pol-none,1,130001,4,53,,0,149,9536,620.79259618123376,convergence
pol-none,1,130001,4,54,,0,140,8960,620.79896799723304,convergence
pol-none,1,130001,4,55,,0,179,11456,620.83732477823889,convergence
pol-none,1,130001,4,56,,0,161,10304,620.83977762858069,convergence
pol-none,1,130001,4,57,,0,150,9600,620.79612986246741,convergence
pol-none,1,130001,4,58,,0,136,8704,620.84022267659509,convergence
pol-none,1,130001,4,59,,0,164,10496,620.85463968912757,convergence
pol-none,1,130001,4,60,,0,146,9344,624.86686070760095,convergence
pol-none,1,130001,4,61,,0,190,12160,632.77876917521155,convergence
pol-none,1,130001,4,62,,0,198,12672,624.86325454711914,convergence
pol-none,1,130001,4,63,,0,118,7552,624.86674626668298,convergence
pol-none,1,130001,4,64,,0,142,9088,624.86553446451819,convergence
pol-none,1,130001,4,65,,0,186,11904,620.83279800415039,convergence
pol-none,1,130001,4,66,,0,150,9600,620.81150817871094,convergence
pol-none,1,130001,4,67,,0,148,9472,624.86308797200525,convergence
pol-none,1,130001,4,68,,0,146,9344,620.83512878417969,convergence
pol-none,1,130001,4,69,,0,139,8896,632.53934097290039,convergence
pol-none,1,130001,4,70,,0,180,11520,620.81646219889319,convergence
pol-none,1,130001,4,71,,0,129,8256,624.87115732828772,convergence
pol-none,1,130001,4,72,,0,168,10752,620.79259618123376,convergence
pol-none,1,130001,4,73,,0,153,9792,620.7955423990885,convergence
pol-none,1,130001,4,74,,0,154,9856,620.81286493937171,convergence
pol-none,1,130001,4,75,,0,162,10368,620.78804016113281,convergence
pol-none,1,130001,4,76,,0,175,11200,620.83857472737634,convergence
pol-none,1,130001,5,0,,0,127,8128,615.35748672485352,convergence
pol-none,1,130001,5,1,,0,159,10176,606.81476720174157,convergence
pol-none,1,130001,5,2,,0,128,8192,606.8167826334635,convergence
pol-none,1,130001,5,3,,0,146,9344,615.89678319295251,convergence
pol-none,1,130001,5,4,,0,156,9984,606.81753412882483,convergence
pol-none,1,130001,5,5,,0,131,8384,613.52203877766931,convergence
pol-none,1,130001,5,6,,0,166,10624,606.81476720174157,convergence
pol-none,1,130001,5,7,,0,161,10304,606.81067784627282,convergence
pol-none,1,130001,5,8,,0,122,7808,609.10972086588538,convergence
pol-none,1,130001,5,9,,0,142,9088,606.81591161092126,convergence
pol-none,1,130001,5,10,,0,138,8832,606.8167508443197,convergence
pol-none,1,130001,5,11,,0,136,8704,609.10972086588538,convergence
pol-none,1,130001,5,12,,0,131,8384,606.81041208902991,convergence
pol-none,1,130001,5,13,,0,130,8320,606.81753412882483,convergence
pol-none,1,130001,5,14,,0,147,9408,606.81067784627282,convergence
pol-none,1,130001,5,15,,0,182,11648,617.37662887573242,convergence
